epoch,train_loss,train_ppl,train_bleu,test_bleu
0,0.07836524696358158,1.0815176075609725,0.44891789911659025,0.4467776236362473
1,0.04520896374379189,1.0462464646458707,0.5140349286349949,0.5072663544816197
2,0.036535666267061326,1.0372112968131595,0.5501743848078416,0.5345418469769865
3,0.031560411616942036,1.0320637223506473,0.5738360708163694,0.5551373771756698
4,0.028003843787728265,1.0283996373637339,0.591104653379353,0.5629394117562044
5,0.025187871510108685,1.025507766120202,0.6045556275897098,0.5745910960379091
6,0.02285491501857097,1.0231180897095118,0.6132879595668633,0.5766731288263744
7,0.020851514834947304,1.021070426569951,0.6217534150266483,0.579275449616398
8,0.01916109574437319,1.0193458476692727,0.6299285150515996,0.5815384791477661
9,0.01769341250898777,1.0178508682040983,0.6347380014747077,0.5824364819869986
